Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,decoded_sourceID,BodyGroup_to,BodyGroup_from,SN
58,16,0.03793361,15.97005,276.67038,0.0,358.0,6.145792,125.58934,0.15537529,9.824257992553711,-151.08103979003909,MRI_FRR_264,HEART,ABDOMEN,175974
58,17,0.038367666,16.152788,292.82318,1.0,359.0,4.0642843,129.65363,0.15537529,12.088503675354003,-163.16955451171873,MRI_FRR_257,HEART,ABDOMEN,175974
58,18,0.037796624,15.912378,308.73557,0.0,359.0,1.3722398,131.02586,0.15537529,14.54013817189026,-177.70970635253906,MRI_FRR_264,HEART,ABDOMEN,175974
58,19,0.03798277,15.990746,324.72632,2.0,361.0,0.0,131.02586,0.15537529,11.990746,-193.70045635253905,MRI_FRR_257,HEART,ABDOMEN,175974
58,20,0.037511148,15.792193,340.51852,2.0,363.0,0.0,131.02586,0.15537529,11.792193,-209.4926563525391,MRI_FRR_264,HEART,ABDOMEN,175974
58,21,0.037792426,15.910611,356.42914,0.0,363.0,0.0,131.02586,0.15537529,15.910611,-225.40327635253908,MRI_FRR_34,HEART,ABDOMEN,175974
58,22,0.03834594,16.14364,372.57278,4.0,367.0,0.0,131.02586,0.15537529,8.143640000000001,-230.40135635253904,MRI_FRR_257,HEART,ABDOMEN,175974
58,23,0.038243975,16.100714,388.6735,2.0,369.0,0.0,131.02586,0.15537529,12.100714,-218.30063635253907,MRI_MSR_34,HEART,ABDOMEN,175974
58,24,0.038349852,16.145288,404.8188,52.0,421.0,0.0,131.02586,0.15537529,-16.145288,-273.7929363525391,MRI_FRR_264,HEART,ABDOMEN,175974
58,25,0.03843531,16.181265,421.00006,-421.0,0.0,0.0,131.02586,0.15537529,16.181264999999996,289.9741963525391,MRI_MPT_1005,HEART,ABDOMEN,175974
59,1,0.047927964,9.8252325,19.784767,-485.0,0.0,7.1269555,7.1269555,0.15122029,2.698276990814236,12.657811490814208,MRI_MSR_100,HEART,ABDOMEN,175974
59,2,0.04736392,9.709603,29.49437,20.0,20.0,8.098374,15.22533,0.15122029,-1.6112286332397456,4.719700352783203,MRI_MSR_104,HEAD,HEART,175974
59,3,0.047688898,9.776224,39.27059,9.0,29.0,8.171015,23.396345,0.15122029,-0.0527612142333993,4.666935138549803,MRI_FRR_257,HEAD,HEART,175974
59,4,0.047406666,9.718367,48.98896,8.0,37.0,8.175234,31.571579,0.15122029,1.5431331590576178,6.560538979492186,MRI_FRR_264,HEAD,HEART,175974
59,5,0.048348848,9.911513,58.900475,29.0,66.0,8.173646,39.745224,0.15122029,-1.737867026794433,-19.155251000976563,MRI_CCS_11,HEAD,HEART,175974
59,6,0.047931485,9.825954,68.726425,4.0,70.0,8.174958,47.92018,0.15122029,1.650995770935058,-20.806243725585944,MRI_FRR_264,HEAD,HEART,175974
59,7,0.04841134,9.924325,78.65075,36.0,106.0,8.156858,56.07704,0.15122029,-1.7674665557861324,-22.57370837402344,MRI_MSR_34,HEAD,HEART,175974
59,8,0.04895359,10.035486,88.68623,7.0,113.0,8.147916,64.22496,0.15122029,1.8875701598510748,-24.46126967285156,MRI_CCS_11,HEAD,HEART,175974
59,9,0.048907634,10.026065,98.712296,8.0,121.0,8.119189,72.34415,0.15122029,1.9068757376098624,-26.36814927148437,MRI_CCS_11,HEAD,HEART,175974
59,10,0.047992647,9.838492,108.55079,25.0,146.0,7.9652667,80.30941,0.15122029,-1.8732252954406745,-28.241379904785163,MRI_FRR_264,HEAD,HEART,175974
59,11,0.048100624,9.860628,118.411415,1.0,147.0,7.8749113,88.18432,0.15122029,1.985716691711426,-30.227096457519536,MRI_FRR_257,HEAD,HEART,175974
59,12,0.047140002,9.6637,128.07512,13.0,160.0,7.5246615,95.70898,0.15122029,-2.139038459014893,-32.36614325439453,MRI_FRR_264,HEAD,HEART,175974
59,13,0.046737414,9.58117,137.6563,8.0,168.0,7.0624733,102.771454,0.15122029,0.6436432971191408,-34.88484614257811,MRI_FRR_264,HEAD,HEART,175974
59,14,0.04680023,9.594048,147.25034,27.0,195.0,6.112583,108.88403,0.15122029,-3.48146483959961,-38.366306796874994,MRI_MPT_1005,HEAD,HEART,175974
59,15,0.04711561,9.6587,156.90904,0.0,195.0,4.228747,113.11278,0.15122029,5.429953108978271,-43.79626229003907,MRI_CCS_11,HEAD,HEART,175974
59,16,0.047387987,9.714538,166.62358,3.0,198.0,1.3531595,114.465935,0.15122029,5.067697546852111,-52.15764524658204,MRI_FRR_257,HEAD,HEART,175974
59,17,0.04691075,9.616704,176.24028,1.0,199.0,0.0,114.465935,0.15122029,7.616704,-61.77434524658205,MRI_FRR_264,HEAD,HEART,175974
59,18,0.046989314,9.63281,185.8731,0.0,199.0,0.0,114.465935,0.15122029,9.63281,-71.40716524658203,MRI_FRR_34,HEAD,HEART,175974
59,19,0.046945773,9.623883,195.49698,6.0,205.0,0.0,114.465935,0.15122029,-2.3761170000000007,-81.03104524658204,MRI_FRR_257,HEAD,HEART,175974
59,20,0.04635617,9.5030155,205.0,-205.0,0.0,0.0,114.465935,0.15122029,9.503015500000004,90.53406524658205,MRI_FRR_264,HEAD,HEART,175974
60,1,0.04030972,5.9658384,12.013226,-252.0,0.0,7.1775584,7.1775584,0.15414605,-1.2117200220886275,4.8356675779113765,MRI_MSR_100,HEAD,HEART,175974
60,2,0.039835334,5.8956294,17.908855,13.0,13.0,8.099826,15.277384,0.15414605,2.2041964590698244,2.63147119567871,MRI_MSR_104,ABDOMEN,HEAD,175974
60,3,0.040108655,5.936081,23.844936,7.0,20.0,8.165489,23.442873,0.15414605,-0.1015701967773434,0.4020629989013677,MRI_FRR_257,ABDOMEN,HEAD,175974
60,4,0.039871283,5.90095,29.745886,6.0,26.0,8.168645,31.611519,0.15414605,-2.069594905090332,-1.8656328598632823,MRI_FRR_264,ABDOMEN,HEAD,175974
60,5,0.0406637,6.0182276,35.764114,6.0,32.0,8.164351,39.77587,0.15414605,-2.1461238633178708,-4.0117572768554695,MRI_CCS_11,ABDOMEN,HEAD,175974
60,6,0.04031268,5.9662766,41.730392,11.0,43.0,8.161884,47.937756,0.15414605,2.1956077078613285,-3.668147584716799,MRI_FRR_264,ABDOMEN,HEAD,175974
60,7,0.04108252,6.080213,47.810604,45.0,88.0,8.09906,56.036816,0.15414605,2.018847058593749,8.226211643310549,MRI_CCS_11,ABDOMEN,HEAD,175974
60,8,0.040550426,6.001463,53.812065,2.0,90.0,8.156689,64.193504,0.15414605,-2.1552256901855467,10.381439333496097,MRI_FRR_264,ABDOMEN,HEAD,175974
60,9,0.04110121,6.082979,59.895042,6.0,96.0,8.125669,72.319176,0.15414605,-2.042689525695801,12.424133720214847,MRI_CCS_11,ABDOMEN,HEAD,175974
60,10,0.0405424,6.0002756,65.89532,25.0,121.0,7.9334416,80.25262,0.15414605,1.9331660389465315,14.35729688232422,MRI_MSR_34,ABDOMEN,HEAD,175974
60,11,0.04045795,5.9877763,71.883095,7.0,128.0,7.7916403,88.04426,0.15414605,0.2205834183227537,16.161163117675784,MRI_FRR_257,ABDOMEN,HEAD,175974
60,12,0.03964974,5.8681617,77.75126,2.0,130.0,7.4769397,95.521194,0.15414605,-1.6087779781921387,17.76993445800781,MRI_FRR_264,ABDOMEN,HEAD,175974
60,13,0.03971886,5.8783913,83.629654,2.0,132.0,6.930422,102.451614,0.15414605,-1.0520305292236332,18.82196037988281,MRI_FRR_257,ABDOMEN,HEAD,175974
60,14,0.039356213,5.8247194,89.45438,0.0,132.0,5.7398157,108.19143,0.15414605,0.0849036880249025,18.7370491381836,MRI_MPT_1005,ABDOMEN,HEAD,175974
60,15,0.039289344,5.814823,95.269196,0.0,132.0,3.462586,111.654015,0.15414605,2.3522370739440914,16.38481858740235,MRI_FRR_264,ABDOMEN,HEAD,175974
60,16,0.039856255,5.8987255,101.16792,1.0,133.0,0.51794505,112.17196,0.15414605,4.416670551193238,11.004038923339849,MRI_FRR_257,ABDOMEN,HEAD,175974
60,17,0.03945637,5.839543,107.00747,0.0,133.0,0.0,112.17196,0.15414605,5.839543,5.164488923339846,MRI_FRR_264,ABDOMEN,HEAD,175974
60,18,0.039730772,5.880154,112.88763,1.0,134.0,0.0,112.17196,0.15414605,3.880154,-0.7156710766601577,MRI_FRR_257,ABDOMEN,HEAD,175974
60,19,0.039092217,5.785648,118.67327,0.0,134.0,0.0,112.17196,0.15414605,5.785648,-6.501311076660159,MRI_FRR_264,ABDOMEN,HEAD,175974
60,20,0.039173014,5.797606,124.47088,1.0,135.0,0.0,112.17196,0.15414605,3.797606,-12.29892107666015,MRI_FRR_34,ABDOMEN,HEAD,175974
60,21,0.039523974,5.8495483,130.32043,5.0,140.0,0.0,112.17196,0.15414605,-4.1504517,-18.148471076660144,MRI_FRR_257,ABDOMEN,HEAD,175974
60,22,0.03941295,5.8331165,136.15355,6.0,146.0,0.0,112.17196,0.15414605,-5.8331165,-23.981591076660152,MRI_FRR_264,ABDOMEN,HEAD,175974
60,23,0.040184774,5.9473467,142.10089,2.0,148.0,0.0,112.17196,0.15414605,1.9473467,-29.92893107666015,MRI_FRR_257,ABDOMEN,HEAD,175974
60,24,0.039858963,5.8991265,148.00002,-148.0,0.0,0.0,112.17196,0.15414605,5.899126499999994,35.82806107666016,MRI_FRR_264,ABDOMEN,HEAD,175974
61,1,0.038780905,5.0802984,10.23004,-163.0,0.0,7.2740927,7.2740927,0.15700518,-2.193794274255368,2.9559473257446296,MRI_MSR_100,ABDOMEN,HEAD,175974
61,2,0.038324505,5.02051,15.250549,23.0,23.0,8.097896,15.371988,0.15700518,3.0773856222534164,0.1214392965087896,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
61,3,0.03858746,5.054957,20.305506,13.0,36.0,8.167474,23.539463,0.15700518,3.112516793029785,3.233957043212889,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,4,0.03835909,5.025041,25.330547,0.0,36.0,8.171927,31.711391,0.15700518,-3.1468864520874025,6.38084444897461,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,5,0.038992897,5.1080694,30.438618,1.0,37.0,8.16765,39.879044,0.15700518,-3.059580822778321,3.682338420898436,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,6,0.03877629,5.079694,35.51831,7.0,44.0,8.166041,48.045086,0.15700518,0.7542646257934571,4.4366040930175785,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,7,0.038924776,5.099146,40.617455,3.0,47.0,8.16538,56.210464,0.15700518,-3.066233524230957,-2.827919477539062,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,8,0.039558545,5.1821694,45.799625,7.0,54.0,8.165762,64.37623,0.15700518,0.6520686523681638,-2.17585333251953,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
61,9,0.03898215,5.1066613,50.90629,11.0,65.0,8.159121,72.53535,0.15700518,3.052459259692383,6.55836301513672,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,10,0.039234653,5.1397395,56.04603,1.0,66.0,8.160135,80.69548,0.15700518,-3.020395769165039,-4.741510346679689,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,11,0.038519572,5.046064,61.09209,8.0,74.0,8.119971,88.81545,0.15700518,2.83396472467041,-1.9075425756835929,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,12,0.03857101,5.0528026,66.14489,3.0,77.0,8.090045,96.905495,0.15700518,-3.037242375280762,-9.05038468994141,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
61,13,0.03781727,4.9540625,71.09895,8.0,85.0,7.9748254,104.88032,0.15700518,3.020762882232666,-5.979267687988283,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,14,0.037730567,4.942704,76.04166,6.0,91.0,7.807539,112.68786,0.15700518,-0.7502429862060547,-6.729518581542962,MRI_MSR_34,ABDOMEN,ABDOMEN,175974
61,15,0.038206484,5.005049,81.04671,7.0,98.0,7.4685965,120.156456,0.15700518,1.5263545415649418,-5.203165993652348,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,16,0.03795658,4.972312,86.01902,0.0,98.0,6.9652944,127.12175,0.15700518,-1.9929823611145023,-17.140769877929685,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,17,0.038389906,5.0290775,91.048096,1.0,99.0,6.027728,133.14948,0.15700518,-0.998650580749512,-26.19757109765625,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,18,0.038235445,5.0088434,96.05694,2.0,101.0,4.389038,137.53851,0.15700518,0.6198053140625,-31.595453183593747,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,19,0.037622277,4.9285183,100.98546,1.0,102.0,1.8410717,139.37958,0.15700518,3.0874465751083378,-36.36503763671875,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,20,0.037698444,4.938496,105.92396,0.0,102.0,0.0,139.37958,0.15700518,4.938496,-33.45561763671876,MRI_FRR_34,ABDOMEN,ABDOMEN,175974
61,21,0.038037714,4.9829407,110.9069,6.0,108.0,0.0,139.37958,0.15700518,-4.9829407,-28.47267763671876,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,22,0.03792844,4.9686255,115.87553,15.0,123.0,0.0,139.37958,0.15700518,-4.9686255,-9.255107636718748,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
61,23,0.03838061,5.02786,120.90339,6.0,129.0,0.0,139.37958,0.15700518,-5.02786,-2.282967636718752,MRI_MPT_1005,ABDOMEN,ABDOMEN,175974
61,24,0.03878551,5.0809016,125.98429,2.0,131.0,0.0,139.37958,0.15700518,1.0809015999999998,-3.3638676367187514,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
61,25,0.038287863,5.01571,131.0,-131.0,0.0,0.0,139.37958,0.15700518,5.015710000000013,-8.37957763671875,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,1,0.040334597,7.300562,14.700917,-148.0,0.0,7.399729,7.399729,0.15492132,-0.0991667750244005,7.301188224975586,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
62,2,0.039859913,7.2146444,21.915562,13.0,13.0,8.123612,15.523341,0.15492132,0.9089680038696288,6.392220821105958,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
62,3,0.0401334,7.264146,29.179707,12.0,25.0,8.170867,23.694208,0.15492132,0.9067209662475584,2.873915145141602,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,4,0.039895885,7.221155,36.400864,1.0,26.0,8.166272,31.860481,0.15492132,-0.9451171633911128,4.540382737792967,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,5,0.04013542,7.264511,43.665375,25.0,51.0,8.160114,40.020596,0.15492132,0.8956032883300793,-3.644779449462888,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,6,0.040346462,7.3027096,50.968086,41.0,92.0,8.108226,48.128822,0.15492132,0.8055162224487304,-2.839263673339844,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,7,0.04110888,7.440707,58.408794,5.0,97.0,8.166526,56.29535,0.15492132,-0.7258188407592776,-2.1134448789062503,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
62,8,0.04115897,7.449774,65.85857,7.0,104.0,8.144341,64.43969,0.15492132,-0.6945674688110355,-1.4188803637695315,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
62,9,0.040548086,7.339204,73.19777,5.0,109.0,8.115815,72.555504,0.15492132,-0.7766111626586918,-0.6422661547851618,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,10,0.040811986,7.3869696,80.58474,7.0,116.0,8.044108,80.59961,0.15492132,-0.6571387908081059,0.0148693750000035,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,11,0.040063817,7.2515507,87.83629,0.0,116.0,7.9795847,88.57919,0.15492132,-0.7280339939086913,0.7429031152343697,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,12,0.040062275,7.2512717,95.08756,3.0,119.0,7.8225675,96.401764,0.15492132,-0.5712957629211424,1.3142039160156287,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,13,0.039329313,7.1186056,102.20617,1.0,120.0,7.589388,103.99115,0.15492132,-0.4707822936767574,1.7849799023437498,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,14,0.03961892,7.171025,109.3772,1.0,121.0,7.282023,111.27317,0.15492132,-0.110997953033447,1.8959704711914045,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,15,0.039321385,7.117171,116.49437,1.0,122.0,6.831794,118.104965,0.15492132,0.285377214904785,1.610595209960934,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,16,0.039519902,7.1531024,123.64747,24.0,146.0,6.0233583,124.12833,0.15492132,-1.1297440549682634,0.4808564160156265,MRI_MSR_34,ABDOMEN,ABDOMEN,175974
62,17,0.039660245,7.1785045,130.82597,19.0,165.0,4.914303,129.04263,0.15492132,-2.2642016740722646,-1.7833369433593873,MRI_MPT_1005,ABDOMEN,ABDOMEN,175974
62,18,0.03976405,7.1972933,138.02327,1.0,166.0,3.0271492,132.06978,0.15492132,4.170144099560547,-5.953491557617184,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,19,0.03912665,7.0819235,145.1052,0.0,166.0,0.6111777,132.68095,0.15492132,6.470745817123413,-12.424246020507807,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,20,0.039205752,7.096241,152.20143,1.0,167.0,0.0,132.68095,0.15492132,5.096241,-19.5204760205078,MRI_FRR_34,ABDOMEN,ABDOMEN,175974
62,21,0.039557893,7.1599784,159.3614,6.0,173.0,0.0,132.68095,0.15492132,-4.8400216,-26.680446020507816,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,22,0.03944527,7.139594,166.50099,6.0,179.0,0.0,132.68095,0.15492132,-4.860406,-33.820036020507814,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
62,23,0.04021644,7.2791753,173.78017,2.0,181.0,0.0,132.68095,0.15492132,3.2791753000000003,-41.09921602050781,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
62,24,0.039888564,7.21983,181.0,-181.0,0.0,0.0,132.68095,0.15492132,7.219830000000002,48.31904602050781,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,1,0.043886233,8.777246,17.67447,-196.0,0.0,7.3233967,7.3233967,0.15245467,1.4538493172607332,10.351073317260742,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
63,2,0.04336975,8.67395,26.348421,3.0,3.0,8.111668,15.435064,0.15245467,0.562282366943359,10.9133566842041,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
63,3,0.043667324,8.733465,35.081886,12.0,15.0,8.168018,23.603083,0.15245467,-0.5654466589355476,11.478803343139646,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,4,0.04340889,8.681778,43.763664,23.0,38.0,8.169979,31.773062,0.15245467,-0.5117989045410152,-0.4632742476806655,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,5,0.04366952,8.733904,52.497566,23.0,61.0,8.165868,39.93893,0.15245467,-0.5680361945190437,-12.55863548852539,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,6,0.043899145,8.779829,61.277397,39.0,100.0,8.117107,48.056038,0.15245467,-0.6627216086425776,-13.22135909716797,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,7,0.04454281,8.908563,70.18596,0.0,100.0,8.176167,56.232204,0.15245467,0.732396465576171,-13.953755562744137,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,8,0.044150177,8.830035,79.01599,12.0,112.0,8.133043,64.36525,0.15245467,-0.6969917108154302,-14.65074036621094,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,9,0.04412286,8.824572,87.84056,20.0,132.0,8.000171,72.36542,0.15245467,-0.8244012922973631,-15.475142519531246,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,10,0.04440744,8.881488,96.722046,7.0,139.0,7.85371,80.21913,0.15245467,1.0277778254394525,-16.502914530273443,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,11,0.043601368,8.720274,105.44232,0.0,139.0,7.620116,87.83925,0.15245467,1.1001577661743165,-17.603071342773433,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,12,0.04360024,8.720048,114.16237,3.0,142.0,7.2176166,95.05686,0.15245467,1.502431441925049,-19.10550812255859,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,13,0.042801198,8.56024,122.72261,0.0,142.0,6.543314,101.600174,0.15245467,2.016926019897461,-21.12243604980469,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,14,0.043118574,8.623714,131.34633,1.0,143.0,5.39538,106.99555,0.15245467,3.228333979858398,-24.35077793701172,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,15,0.04279678,8.559356,139.90569,0.0,143.0,3.6800623,110.67561,0.15245467,4.879293705993652,-29.23007659667968,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,16,0.043200426,8.640085,148.54578,1.0,144.0,1.4619927,112.1376,0.15245467,7.178092259368896,-27.316616240234367,MRI_FRR_34,ABDOMEN,ABDOMEN,175974
63,17,0.043437056,8.687411,157.23318,6.0,150.0,0.0,112.1376,0.15245467,-3.312588999999999,-30.62921624023437,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,18,0.042797085,8.559417,165.7926,10.0,160.0,0.0,112.1376,0.15245467,-8.559417,-42.06979624023438,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
63,19,0.042494513,8.498902,174.2915,32.0,192.0,0.0,112.1376,0.15245467,-8.498902000000001,-62.15389624023439,MRI_MSR_34,ABDOMEN,ABDOMEN,175974
63,20,0.042553227,8.510646,182.80215,6.0,198.0,0.0,112.1376,0.15245467,-3.4893540000000005,-70.66454624023439,MRI_MPT_1005,ABDOMEN,ABDOMEN,175974
63,21,0.04305781,8.611562,191.41371,2.0,200.0,0.0,112.1376,0.15245467,4.611561999999999,-79.27610624023438,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
63,22,0.042931475,8.586295,200.0,-200.0,0.0,0.0,112.1376,0.15245467,8.586295000000007,87.86239624023438,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,1,0.04581991,9.026522,18.17643,-215.0,0.0,7.277688,7.277688,0.15088211,1.7488339735717773,10.898741973571775,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
64,2,0.04528067,8.920292,27.096722,3.0,3.0,8.110464,15.388152,0.15088211,0.809827903930664,11.70856987750244,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
64,3,0.04559135,8.981496,36.078217,13.0,16.0,8.171557,23.55971,0.15088211,-0.8099385735473632,12.518507451049809,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,4,0.04532153,8.928342,45.006557,33.0,49.0,8.161166,31.720875,0.15088211,-0.7671758088989264,-13.285682213623048,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,5,0.045593645,8.981948,53.988506,22.0,71.0,8.164313,39.88519,0.15088211,-0.8176346836547843,-14.103316943603517,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,6,0.046527736,9.165964,63.154472,1.0,72.0,8.1820135,48.067204,0.15088211,0.9839504883422858,-15.087268478271485,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
64,7,0.046698436,9.199592,72.354065,17.0,89.0,8.161992,56.229195,0.15088211,-1.0375999269409188,-16.124870358886724,MRI_CCS_11,ABDOMEN,ABDOMEN,175974
64,8,0.04609319,9.0803585,81.434425,14.0,103.0,8.092442,64.32164,0.15088211,-0.9879169411621104,-17.112784985351567,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,9,0.046547007,9.169761,90.60419,7.0,110.0,8.021844,72.34348,0.15088211,1.1479170897827142,-18.2607070288086,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,10,0.045861907,9.034796,99.638985,1.0,111.0,7.9106026,80.25409,0.15088211,1.124193430419922,-19.38489564453125,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,11,0.045968458,9.055786,108.69477,2.0,113.0,7.6432815,87.89737,0.15088211,1.4125045401916498,-20.79740061523438,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,12,0.045056935,8.876216,117.570984,0.0,113.0,7.318866,95.21623,0.15088211,1.5573502239379875,-13.212783700195317,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,13,0.045140333,8.892646,126.46363,1.0,114.0,6.9062824,102.12251,0.15088211,1.986363575073241,0.5861428173828074,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,14,0.04454411,8.775189,135.23882,1.0,115.0,6.338173,108.460686,0.15088211,2.437016087402343,13.699505729980473,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,15,0.044922568,8.849746,144.08856,0.0,115.0,5.5577245,114.01841,0.15088211,3.292021524139404,28.106969729003907,MRI_FRR_34,ABDOMEN,ABDOMEN,175974
64,16,0.04530134,8.924364,153.01292,6.0,121.0,4.462229,118.48064,0.15088211,1.3865927750244147,29.493556596679696,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,17,0.044851758,8.835796,161.84872,6.0,127.0,3.1145759,121.595215,0.15088211,-0.0496281371154783,29.443934843749982,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
64,18,0.044636138,8.793319,170.64204,62.0,189.0,1.2817705,122.87698,0.15088211,-7.511548532241818,-47.76505635742189,MRI_MSR_34,ABDOMEN,ABDOMEN,175974
64,19,0.04455565,8.777463,179.41951,6.0,195.0,0.0,122.87698,0.15088211,-3.222537000000001,-56.54252635742188,MRI_MPT_1005,ABDOMEN,ABDOMEN,175974
64,20,0.044768263,8.819347,188.23886,2.0,197.0,0.0,122.87698,0.15088211,4.8193470000000005,-65.36187635742186,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
64,21,0.04447279,8.76114,197.0,-197.0,0.0,0.0,122.87698,0.15088211,8.761140000000012,74.12301635742188,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
65,1,0.040306218,13.42197,27.027409,-213.0,0.0,7.519088,7.519088,0.1547532,5.902882208557116,19.508321208557128,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
65,2,0.039831866,13.264011,40.29142,54.0,54.0,8.114785,15.633873,0.1547532,-5.149225805603024,-24.65754701416016,MRI_MSR_104,ABDOMEN,HEAD,175974
65,3,0.040105164,13.35502,53.64644,7.0,61.0,8.166871,23.800743,0.1547532,5.188148929138183,-29.84569689697265,MRI_FRR_257,ABDOMEN,HEAD,175974
65,4,0.039867815,13.275982,66.922424,5.0,66.0,8.165311,31.966053,0.1547532,5.110671140319825,-33.11152299096679,MRI_FRR_264,ABDOMEN,HEAD,175974
65,5,0.040660165,13.539835,80.46226,13.0,79.0,8.162333,40.128387,0.1547532,-4.297832465209961,-37.40935254882813,MRI_CCS_11,ABDOMEN,HEAD,175974
65,6,0.040309172,13.422955,93.88521,19.0,98.0,8.15908,48.287468,0.1547532,-5.263875448303223,-45.59774204345703,MRI_FRR_264,ABDOMEN,HEAD,175974
65,7,0.041078947,13.67929,107.5645,71.0,169.0,8.124259,56.411728,0.1547532,-5.555031004943849,-51.15277209472656,MRI_CCS_11,ABDOMEN,HEAD,175974
65,8,0.040799554,13.586251,121.15075,42.0,211.0,8.124609,64.53634,0.1547532,-5.461642006469727,-56.61441119384766,MRI_MSR_34,ABDOMEN,HEAD,175974
65,9,0.041130953,13.696608,134.84735,55.0,266.0,7.956047,72.492386,0.1547532,-5.740560941894529,-62.35496413574219,MRI_CCS_11,ABDOMEN,HEAD,175974
