Row_Number,Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,SN,decoded_sourceID,BodyGroup_to,BodyGroup_from
2001,93,9,0.036849514,5.9327717,59.572884,9.0,55.0,13.410695,86.12549,0.0019510353,-1.3434667759887695,-26.55260428125,182625,MRI_CCS_11,HEAD,HIP
2002,93,10,0.037344407,6.0124497,65.585335,4.0,59.0,13.439118,99.564606,0.0019510353,-7.426668685314941,-33.979270712890624,182625,MRI_FRR_264,HEAD,HIP
2003,93,11,0.037341394,6.0119643,71.5973,17.0,76.0,14.291481,113.85609,0.0019510353,8.279516718066407,-33.453386730957035,182625,MRI_FRR_264,HEAD,HIP
2004,93,12,0.03680654,5.925853,77.52315,7.0,83.0,13.777072,127.633156,0.0019510353,-5.702924952819824,-39.15630582275391,182625,MRI_CCS_11,HEAD,HIP
2005,93,13,0.03731213,6.007253,83.5304,0.0,83.0,12.308501,139.94165,0.0019510353,-6.301248243591308,-56.411250390625,182625,MRI_FRR_264,HEAD,HIP
2006,93,14,0.037243895,5.9962673,89.52667,2.0,85.0,11.322065,151.26372,0.0019510353,-5.325798053393554,-61.73704765136719,182625,MRI_FRR_257,HEAD,HIP
2007,93,15,0.037241265,5.995844,95.522514,12.0,97.0,11.939641,163.20335,0.0019510353,5.943796998840332,-64.72586788183594,182625,MRI_FRR_264,HEAD,HIP
2008,93,16,0.036727387,5.9131093,101.43562,1.0,98.0,9.730073,172.93343,0.0019510353,-3.816963675158691,-71.49780590332031,182625,MRI_CCS_11,HEAD,HIP
2009,93,17,0.036771078,5.9201436,107.35577,2.0,100.0,8.957108,181.89053,0.0019510353,-3.036963943945312,-74.53476344726562,182625,MRI_CCS_11,HEAD,HIP
2010,93,18,0.036806498,5.925846,113.28162,24.0,124.0,12.963088,194.85362,0.0019510353,7.037242035583496,-60.13524243652344,182625,MRI_CCS_11,HEAD,HIP
2011,93,19,0.036768273,5.919692,119.20131,20.0,144.0,10.709515,205.56314,0.0019510353,4.789822617919921,-36.76445086914063,182625,MRI_CCS_11,HEAD,HIP
2012,93,20,0.03710524,5.9739437,125.175255,7.0,151.0,3.9802506,209.5434,0.0019510353,-1.9936931029998783,-32.71865099609376,182625,MRI_FRR_257,HEAD,HIP
2013,93,21,0.037021767,5.9605045,131.13576,2.0,153.0,0.04238747,209.58578,0.0019510353,2.002891970602989,-34.72154491210938,182625,MRI_FRR_264,HEAD,HIP
2014,93,22,0.03690209,5.9412365,137.077,3.0,156.0,0.0,209.58578,0.0019510353,-0.0587635000000004,-34.66278491210937,182625,MRI_FRR_3,HEAD,HIP
2015,93,23,0.036744595,5.9158797,142.99287,0.0,156.0,0.0,209.58578,0.0019510353,5.9158797,-40.578654912109386,182625,MRI_MSR_34,HEAD,HIP
2016,93,24,0.036947086,5.948481,148.94136,4.0,160.0,0.0,209.58578,0.0019510353,-2.051519,-38.52714491210938,182625,MRI_MPT_1005,HEAD,HIP
2017,93,25,0.03738322,6.0186987,154.96005,1.0,161.0,0.0,209.58578,0.0019510353,4.0186987,-42.54583491210937,182625,MRI_FRR_257,HEAD,HIP
2018,93,26,0.037515204,6.039948,161.0,-161.0,0.0,0.0,209.58578,0.0019510353,6.03994800000001,-48.585784912109375,182625,MRI_FRR_264,HEAD,HIP
2019,94,1,0.034352574,9.687426,19.425518,-171.0,0.0,0.0,0.0,0.0025639466,9.687425999999988,19.425518,182625,MRI_MSR_100,HEAD,HIP
2020,94,2,0.03387124,9.55169,28.977207,3.0,3.0,6.9409547,6.9409547,0.0025639466,2.610735314788819,22.03625231478882,182625,MRI_MSR_104,SHOULDER,HEAD
2021,94,3,0.03408476,9.611902,38.58911,3.0,6.0,11.658355,18.59931,0.0025639466,-2.046452759216308,19.98980007873535,182625,MRI_FRR_2,SHOULDER,HEAD
2022,94,4,0.034683913,9.780864,48.369976,7.0,13.0,12.950744,31.550053,0.0025639466,-3.1698796752319343,16.819923357177736,182625,MRI_FRR_257,SHOULDER,HEAD
2023,94,5,0.03473902,9.796404,58.16638,0.0,13.0,13.378037,44.92809,0.0025639466,-3.581633452697753,13.238290858154294,182625,MRI_FRR_264,SHOULDER,HEAD
2024,94,6,0.034309123,9.675173,67.84155,12.0,25.0,13.858512,58.786602,0.0025639466,0.4663150752563485,9.054947979736326,182625,MRI_CCS_11,SHOULDER,HEAD
2025,94,7,0.034788173,9.810265,77.65182,14.0,39.0,14.114042,72.90064,0.0025639466,4.0756927178955085,4.7511776049804695,182625,MRI_FRR_264,SHOULDER,HEAD
2026,94,8,0.03429457,9.671069,87.32288,1.0,40.0,14.057472,86.958115,0.0025639466,-4.386403229003907,0.3647653759765603,182625,MRI_CCS_11,SHOULDER,HEAD
2027,94,9,0.034250602,9.658669,96.98155,38.0,78.0,14.962306,101.92042,0.0025639466,5.303637022644043,-4.938867785644533,182625,MRI_CCS_11,SHOULDER,HEAD
2028,94,10,0.034699257,9.785191,106.76674,1.0,79.0,14.373935,116.29435,0.0025639466,-4.588743745788575,-9.527609670410158,182625,MRI_FRR_257,SHOULDER,HEAD
2029,94,11,0.034722675,9.791794,116.55853,12.0,91.0,14.618504,130.91286,0.0025639466,-0.41029757055664,-14.354327055664058,182625,MRI_FRR_264,SHOULDER,HEAD
2030,94,12,0.034702946,9.786231,126.344765,0.0,91.0,14.381913,145.29477,0.0025639466,-4.595682185119628,-18.95000428710938,182625,MRI_FRR_264,SHOULDER,HEAD
2031,94,13,0.03465984,9.774075,136.11884,1.0,92.0,14.356132,159.6509,0.0025639466,-4.582056553649903,-23.532054165039057,182625,MRI_FRR_257,SHOULDER,HEAD
2032,94,14,0.034654304,9.772513,145.89134,30.0,122.0,15.422609,175.0735,0.0025639466,5.650096329223633,-29.18216158691405,182625,MRI_FRR_264,SHOULDER,HEAD
2033,94,15,0.03413441,9.625904,155.51724,9.0,131.0,14.09013,189.16364,0.0025639466,-4.464225852294922,-33.64639525390626,182625,MRI_CCS_11,SHOULDER,HEAD
2034,94,16,0.034145392,9.629001,165.14624,1.0,132.0,12.519331,201.68297,0.0025639466,-2.890329978393554,-36.53672813964843,182625,MRI_CCS_11,SHOULDER,HEAD
2035,94,17,0.034185465,9.640302,174.78654,34.0,166.0,14.754124,216.43709,0.0025639466,5.113821687744142,-41.65054801269531,182625,MRI_CCS_11,SHOULDER,HEAD
2036,94,18,0.03421809,9.649502,184.43605,49.0,215.0,15.60562,232.04271,0.0025639466,5.95611838421631,13.521240649414068,182625,MRI_CCS_11,SHOULDER,HEAD
2037,94,19,0.03418218,9.639375,194.07542,13.0,228.0,13.21702,245.25974,0.0025639466,3.1436049652099616,16.664844892578117,182625,MRI_CCS_11,SHOULDER,HEAD
2038,94,20,0.034495868,9.727835,203.80325,4.0,232.0,7.941615,253.20135,0.0025639466,1.7862198953247077,6.995395019531259,182625,MRI_FRR_257,SHOULDER,HEAD
2039,94,21,0.03441782,9.705825,213.50908,2.0,234.0,3.8735006,257.07486,0.0025639466,5.8323244144439705,-2.5839396191406365,182625,MRI_FRR_264,SHOULDER,HEAD
2040,94,22,0.03448689,9.725303,223.23438,0.0,234.0,0.8847095,257.95956,0.0025639466,8.840593522575379,-13.193944208984362,182625,MRI_FRR_34,SHOULDER,HEAD
2041,94,23,0.03435308,9.687569,232.92194,6.0,240.0,0.0,257.95956,0.0025639466,-2.312431,-10.88150420898438,182625,MRI_FRR_257,SHOULDER,HEAD
2042,94,24,0.034586,9.753252,242.67519,0.0,240.0,0.0,257.95956,0.0025639466,9.753252,-15.284374208984389,182625,MRI_FRR_264,SHOULDER,HEAD
2043,94,25,0.03482548,9.8207855,252.49597,19.0,259.0,0.0,257.95956,0.0025639466,-9.8207855,5.463594208984375,182625,MRI_FRR_3,SHOULDER,HEAD
2044,94,26,0.03475117,9.7998295,262.2958,1.0,260.0,0.0,257.95956,0.0025639466,7.799829499999999,0.2553642089843606,182625,MRI_MSR_34,SHOULDER,HEAD
2045,94,27,0.034753066,9.8003645,272.09616,22.0,282.0,0.0,257.95956,0.0025639466,-9.8003645,-14.136595791015624,182625,MRI_MPT_1005,SHOULDER,HEAD
2046,94,28,0.035119843,9.903795,281.99997,-282.0,0.0,0.0,257.95956,0.0025639466,9.903795000000002,24.040405791015644,182625,MRI_EXU_95,SHOULDER,HEAD
2047,95,1,0.04526371,12.221202,24.506325,-282.0,0.0,0.0,0.0,0.0031069363,12.221202000000003,24.506325,182625,MRI_MSR_100,SHOULDER,HEAD
2048,95,2,0.044629492,12.049963,36.55629,52.0,52.0,14.366085,14.366085,0.0031069363,2.316122052490236,-22.190204947509763,182625,MRI_MSR_104,HEAD,SHOULDER
2049,95,3,0.045722272,12.345014,48.901302,6.0,58.0,15.519944,29.886028,0.0031069363,-3.174930190979003,-19.01527371020508,182625,MRI_FRR_257,HEAD,SHOULDER
2050,95,4,0.044894323,12.121468,61.02277,2.0,60.0,16.059313,45.945343,0.0031069363,-3.93784482043457,-13.031886982421874,182625,MRI_FRR_2,HEAD,SHOULDER
2051,95,5,0.045767393,12.357196,73.37997,11.0,71.0,16.464344,62.409687,0.0031069363,-4.107148024658203,-6.210342957763672,182625,MRI_FRR_264,HEAD,SHOULDER
2052,95,6,0.045201447,12.204391,85.58436,11.0,82.0,16.636854,79.04654,0.0031069363,-4.43246317175293,0.6308993066406288,182625,MRI_CCS_11,HEAD,SHOULDER
2053,95,7,0.045248717,12.217154,97.80151,9.0,91.0,16.716711,95.76325,0.0031069363,-4.499557044311523,2.038257741699212,182625,MRI_CCS_11,HEAD,SHOULDER
2054,95,8,0.045806296,12.3677,110.16921,15.0,106.0,16.881296,112.64455,0.0031069363,0.7510038421630867,-2.475336508789056,182625,MRI_FRR_264,HEAD,SHOULDER
2055,95,9,0.045741178,12.350118,122.51933,60.0,166.0,18.293276,130.93782,0.0031069363,5.943157833129881,8.418490434570316,182625,MRI_FRR_264,HEAD,SHOULDER
2056,95,10,0.045692943,12.337094,134.85643,1.0,167.0,17.093184,148.031,0.0031069363,-4.756089517456054,13.174575859375013,182625,MRI_FRR_257,HEAD,SHOULDER
2057,95,11,0.045725342,12.345842,147.20227,12.0,179.0,17.39453,165.42554,0.0031069363,-5.048687342651368,18.223267109375,182625,MRI_FRR_264,HEAD,SHOULDER
2058,95,12,0.0457,12.339,159.54128,0.0,179.0,15.591704,181.01724,0.0031069363,-3.252704368591308,17.441477568359375,182625,MRI_FRR_264,HEAD,SHOULDER
2059,95,13,0.045644008,12.323882,171.86516,1.0,180.0,13.456027,194.47327,0.0031069363,-1.1321450309448249,-6.338426601562503,182625,MRI_FRR_257,HEAD,SHOULDER
2060,95,14,0.0456379,12.322232,184.1874,34.0,214.0,17.213629,211.68689,0.0031069363,4.891396768920899,27.499489648437503,182625,MRI_FRR_264,HEAD,SHOULDER
2061,95,15,0.044955548,12.137998,196.3254,6.0,220.0,8.285069,219.97195,0.0031069363,3.8529285343627926,23.646554345703123,182625,MRI_CCS_11,HEAD,SHOULDER
2062,95,16,0.045546927,12.29767,208.62306,6.0,226.0,2.7557478,222.7277,0.0031069363,3.053417795104981,14.104646909179678,182625,MRI_FRR_257,HEAD,SHOULDER
2063,95,17,0.04562751,12.3194275,220.94249,8.0,234.0,0.0,222.7277,0.0031069363,-3.6805725,1.7852169091796952,182625,MRI_FRR_264,HEAD,SHOULDER
2064,95,18,0.04571945,12.344251,233.28674,19.0,253.0,0.0,222.7277,0.0031069363,-12.344251,-10.55903309082032,182625,MRI_FRR_3,HEAD,SHOULDER
2065,95,19,0.04535867,12.2468405,245.53358,1.0,254.0,0.0,222.7277,0.0031069363,10.2468405,-22.80587309082032,182625,MRI_MSR_34,HEAD,SHOULDER
2066,95,20,0.045182504,12.199276,257.73285,16.0,270.0,0.0,222.7277,0.0031069363,-12.199276,-35.0051430908203,182625,MRI_MPT_1005,HEAD,SHOULDER
2067,95,21,0.045433927,12.26716,270.0,-270.0,0.0,0.0,222.7277,0.0031069363,12.26715999999999,47.27229309082031,182625,MRI_EXU_95,HEAD,SHOULDER
2068,96,1,0.04738569,12.320279,24.704998,-270.0,0.0,0.0,0.0,0.0019580545,12.320279000000028,24.704998,182625,MRI_MSR_100,HEAD,SHOULDER
2069,96,2,0.04672174,12.147653,36.85265,11.0,11.0,3.2990716,3.2990716,0.0019580545,-6.553275449630737,18.15172155036926,182625,MRI_MSR_104,HEAD,HEAD
2070,96,3,0.047016267,12.22423,49.07688,19.0,30.0,10.468154,13.767225,0.0019580545,-1.7560760464477545,2.8441052655029324,182625,MRI_FRR_2,HEAD,HEAD
2071,96,4,0.04784274,12.439113,61.515995,6.0,36.0,12.095941,25.863167,0.0019580545,0.3431724100952156,15.379161809082028,182625,MRI_FRR_257,HEAD,HEAD
2072,96,5,0.04791875,12.458876,73.97487,1.0,37.0,12.966054,38.82922,0.0019580545,-0.5071779627075195,35.14565018188476,182625,MRI_FRR_264,HEAD,HEAD
2073,96,6,0.047325753,12.304696,86.279564,11.0,48.0,13.745509,52.57473,0.0019580545,-1.4408131476440431,33.7048340805664,182625,MRI_CCS_11,HEAD,HEAD
2074,96,7,0.04798655,12.476502,98.756065,12.0,60.0,14.151488,66.72622,0.0019580545,-1.6749863041381836,32.02984582275391,182625,MRI_FRR_264,HEAD,HEAD
2075,96,8,0.047924943,12.460485,111.21655,63.0,123.0,16.347582,83.0738,0.0019580545,3.887096863403322,-28.142750866699217,182625,MRI_FRR_264,HEAD,HEAD
2076,96,9,0.04785994,12.443584,123.66014,2.0,125.0,14.873199,97.947,0.0019580545,-2.429615462890625,-25.713141403808592,182625,MRI_FRR_257,HEAD,HEAD
2077,96,10,0.047850825,12.441215,136.10135,13.0,138.0,14.662847,112.60985,0.0019580545,-1.1040615652465815,-23.49150197753906,182625,MRI_FRR_264,HEAD,HEAD
2078,96,11,0.04784711,12.4402485,148.5416,0.0,138.0,12.146531,124.75638,0.0019580545,0.2937173949584952,-2.7020218261718867,182625,MRI_FRR_264,HEAD,HEAD
2079,96,12,0.04779572,12.4268875,160.96848,1.0,139.0,10.495099,135.25148,0.0019580545,1.9317884323120111,18.219960102539066,182625,MRI_FRR_257,HEAD,HEAD
2080,96,13,0.047808036,12.430089,173.39856,60.0,199.0,15.521428,150.7729,0.0019580545,3.0913391082153296,-22.62565655761719,182625,MRI_FRR_264,HEAD,HEAD
2081,96,14,0.047085363,12.242194,185.64075,8.0,207.0,9.778998,160.5519,0.0019580545,2.4631956250610347,-25.088854858398435,182625,MRI_CCS_11,HEAD,HEAD
2082,96,15,0.047670513,12.394334,198.03508,6.0,213.0,2.7150917,163.26698,0.0019580545,3.1094257053222663,-34.76809696777343,182625,MRI_FRR_257,HEAD,HEAD
2083,96,16,0.047723092,12.408004,210.44308,11.0,224.0,0.1688555,163.43584,0.0019580545,-9.423140496798515,-47.00724320800782,182625,MRI_FRR_264,HEAD,HEAD
2084,96,17,0.047802772,12.42872,222.87181,20.0,244.0,0.0,163.43584,0.0019580545,-12.42872,-59.43597320800782,182625,MRI_FRR_3,HEAD,HEAD
2085,96,18,0.047522426,12.355831,235.22765,1.0,245.0,0.0,163.43584,0.0019580545,10.355831,-71.79181320800782,182625,MRI_MSR_34,HEAD,HEAD
2086,96,19,0.04747678,12.343963,247.57161,15.0,260.0,0.0,163.43584,0.0019580545,-12.343963,-84.1357732080078,182625,MRI_MPT_1005,HEAD,HEAD
2087,96,20,0.047801442,12.428375,260.0,-260.0,0.0,0.0,163.43584,0.0019580545,12.428375000000017,96.5641632080078,182625,MRI_EXU_95,HEAD,HEAD
2088,97,1,0.045280572,12.995524,26.059017,-260.0,0.0,0.0,0.0,0.0037848726,12.995523999999987,26.059017,182625,MRI_MSR_100,HEAD,HEAD
2089,97,2,0.044646114,12.813435,38.87245,14.0,14.0,9.2471285,9.2471285,0.0037848726,-3.5663065133667,20.1195784866333,182625,MRI_MSR_104,KNEE,HEAD
2090,97,3,0.044927556,12.894209,51.766663,7.0,21.0,15.37316,24.620289,0.0037848726,-2.4789513622436523,27.146374151123048,182625,MRI_FRR_2,KNEE,HEAD
2091,97,4,0.045717314,13.120869,64.88753,6.0,27.0,16.66372,41.284008,0.0037848726,-3.542850177246093,23.60352197387695,182625,MRI_FRR_257,KNEE,HEAD
2092,97,5,0.04578995,13.141716,78.02924,0.0,27.0,17.110212,58.39422,0.0037848726,-3.968496326049804,19.635021555175783,182625,MRI_FRR_264,KNEE,HEAD
2093,97,6,0.045223296,12.979086,91.00833,37.0,64.0,17.706455,76.10068,0.0037848726,4.727369230712888,14.907652509765626,182625,MRI_CCS_11,KNEE,HEAD
2094,97,7,0.045854732,13.160308,104.16864,18.0,82.0,17.725616,93.826294,0.0037848726,4.565308455078124,10.342346054687496,182625,MRI_FRR_264,KNEE,HEAD
2095,97,8,0.045204118,12.973582,117.14222,1.0,83.0,17.633495,111.45979,0.0037848726,-4.6599133308105465,5.682426909179682,182625,MRI_CCS_11,KNEE,HEAD
2096,97,9,0.04514616,12.956948,130.09917,95.0,178.0,18.822838,130.28262,0.0037848726,5.865889829589847,0.1834532910156383,182625,MRI_CCS_11,KNEE,HEAD
2097,97,10,0.04573754,13.126674,143.22585,2.0,180.0,18.246746,148.52937,0.0037848726,-5.120072063232422,5.303523168945304,182625,MRI_FRR_257,KNEE,HEAD
2098,97,11,0.0457684,13.13553,156.36137,12.0,192.0,18.434204,166.96358,0.0037848726,-5.298674101562501,10.60220727050782,182625,MRI_FRR_264,KNEE,HEAD
2099,97,12,0.045742396,13.128068,169.48944,0.0,192.0,16.2507,183.21428,0.0037848726,-3.122631996948241,13.724839174804686,182625,MRI_FRR_264,KNEE,HEAD
2100,97,13,0.04568558,13.111761,182.6012,1.0,193.0,13.315305,196.52959,0.0037848726,-0.2035437561645512,6.869213208007807,182625,MRI_FRR_257,KNEE,HEAD
2101,97,14,0.045678284,13.109668,195.71086,8.0,201.0,13.168613,209.6982,0.0037848726,-0.0589454338378914,-3.409056411132809,182625,MRI_FRR_264,KNEE,HEAD
2102,97,15,0.044993,12.912991,208.62386,41.0,242.0,17.859846,227.55804,0.0037848726,4.946855115112307,18.934184433593742,182625,MRI_CCS_11,KNEE,HEAD
2103,97,16,0.045584396,13.082722,221.70657,9.0,251.0,7.9466863,235.50473,0.0037848726,3.029408267852784,13.798160224609376,182625,MRI_FRR_257,KNEE,HEAD
2104,97,17,0.04566425,13.10564,234.81221,5.0,256.0,0.81142,236.31615,0.0037848726,3.917060023441314,1.5039368505859445,182625,MRI_FRR_264,KNEE,HEAD
2105,97,18,0.045758206,13.132606,247.94481,13.0,269.0,0.0,236.31615,0.0037848726,-12.867394,-11.628663149414052,182625,MRI_FRR_3,KNEE,HEAD
2106,97,19,0.04539516,13.02841,260.9732,1.0,270.0,0.0,236.31615,0.0037848726,11.02841,-24.65705314941408,182625,MRI_MSR_34,KNEE,HEAD
2107,97,20,0.045217704,12.977481,273.95068,17.0,287.0,0.0,236.31615,0.0037848726,-12.977481,-37.63453314941404,182625,MRI_MPT_1005,KNEE,HEAD
2108,97,21,0.04546785,13.049273,286.99997,-287.0,0.0,0.0,236.31615,0.0037848726,13.049272999999973,50.68382314941408,182625,MRI_EXU_95,KNEE,HEAD
2109,98,1,0.045207534,10.036073,20.124638,-287.0,0.0,0.0,0.0,0.0028264006,10.036072999999988,20.124638,182625,MRI_MSR_100,KNEE,HEAD
2110,98,2,0.044574108,9.895452,30.020088,24.0,24.0,10.875345,10.875345,0.0028264006,0.9798932301025384,-7.10456676989746,182625,MRI_MSR_104,KNEE,KNEE
2111,98,3,0.045665532,10.137748,40.157837,8.0,32.0,14.184073,25.059418,0.0028264006,-4.046325448181152,1.2172547246093757,182625,MRI_FRR_257,KNEE,KNEE
2112,98,4,0.04483861,9.954171,50.112007,1.0,33.0,14.989379,40.048798,0.0028264006,-5.035207929138183,10.063209392578123,182625,MRI_FRR_2,KNEE,KNEE
2113,98,5,0.045710597,10.147753,60.259758,24.0,57.0,15.671117,55.719913,0.0028264006,5.523363828918457,1.9796714826660136,182625,MRI_FRR_264,KNEE,KNEE
2114,98,6,0.045750108,10.156524,70.41628,78.0,135.0,17.49434,73.21426,0.0028264006,7.337816896606441,2.7979762866210933,182625,MRI_FRR_264,KNEE,KNEE
2115,98,7,0.045740068,10.154295,80.57058,0.0,135.0,16.293251,89.50751,0.0028264006,-6.138956037597657,8.936927324218743,182625,MRI_FRR_264,KNEE,KNEE
2116,98,8,0.045704424,10.146382,90.716965,1.0,136.0,15.581847,105.089355,0.0028264006,-5.435465190856935,14.372390468749998,182625,MRI_FRR_257,KNEE,KNEE
2117,98,9,0.04565269,10.134897,100.85186,10.0,146.0,15.54915,120.638504,0.0028264006,-5.414253466918945,19.78664402832031,182625,MRI_FRR_264,KNEE,KNEE
2118,98,10,0.045011494,9.992552,110.84441,13.0,159.0,15.845323,136.48383,0.0028264006,0.1621253910522462,25.63941568359376,182625,MRI_CCS_11,KNEE,KNEE
2119,98,11,0.04560492,10.124291,120.968704,2.0,161.0,13.084575,149.5684,0.0028264006,-2.960283699401856,28.599701151367185,182625,MRI_FRR_257,KNEE,KNEE
2120,98,12,0.045634206,10.130794,131.0995,4.0,165.0,9.952626,159.52103,0.0028264006,0.1781677716674803,28.42152661132812,182625,MRI_FRR_264,KNEE,KNEE
2121,98,13,0.045577906,10.118295,141.2178,5.0,170.0,5.958413,165.47945,0.0028264006,4.159881875915527,24.2616464111328,182625,MRI_FRR_257,KNEE,KNEE
2122,98,14,0.045572095,10.117005,151.33481,15.0,185.0,6.0206256,171.50008,0.0028264006,-4.0963794087219245,20.165266293945308,182625,MRI_FRR_264,KNEE,KNEE
2123,98,15,0.045883693,10.18618,161.521,0.0,185.0,0.0,171.50008,0.0028264006,10.18618,9.979076293945326,182625,MRI_FRR_34,KNEE,KNEE
2124,98,16,0.045470588,10.094471,171.61546,5.0,190.0,0.0,171.50008,0.0028264006,0.0944710000000004,-0.1153837060547005,182625,MRI_FRR_257,KNEE,KNEE
2125,98,17,0.045553323,10.112838,181.7283,7.0,197.0,0.0,171.50008,0.0028264006,-3.887162,-10.228223706054678,182625,MRI_FRR_264,KNEE,KNEE
2126,98,18,0.045650378,10.134384,191.86269,9.0,206.0,0.0,171.50008,0.0028264006,-7.865615999999999,-20.36261370605468,182625,MRI_FRR_3,KNEE,KNEE
2127,98,19,0.045284353,10.053126,201.91582,1.0,207.0,0.0,171.50008,0.0028264006,8.053126,-30.415743706054684,182625,MRI_MSR_34,KNEE,KNEE
2128,98,20,0.045106594,10.013663,211.92947,15.0,222.0,0.0,171.50008,0.0028264006,-10.013663,-40.4293937060547,182625,MRI_MPT_1005,KNEE,KNEE
2129,98,21,0.04536278,10.070538,222.00002,-222.0,0.0,0.0,171.50008,0.0028264006,10.070538,50.49994370605469,182625,MRI_EXU_95,KNEE,KNEE
2130,99,1,0.036881678,8.999129,18.045326,-222.0,0.0,0.25416064,0.25416064,0.0035432435,8.74496835737611,17.791165357376098,182625,MRI_MSR_100,KNEE,KNEE
2131,99,2,0.036364906,8.873037,26.918364,28.0,28.0,14.65695,14.911111,0.0035432435,5.783912996948242,-12.007253122009278,182625,MRI_MSR_104,KNEE,KNEE
2132,99,3,0.036594145,8.928971,35.847336,6.0,34.0,15.184567,30.095678,0.0035432435,-6.25559645147705,-2.056985670532228,182625,MRI_FRR_2,KNEE,KNEE
2133,99,4,0.037237413,9.085929,44.933266,9.0,43.0,15.519116,45.614796,0.0035432435,-6.433187401672363,-0.6815296848144499,182625,MRI_FRR_257,KNEE,KNEE
2134,99,5,0.037296575,9.100364,54.03363,12.0,55.0,15.728297,61.343094,0.0035432435,-0.8286612335815438,-5.376723872070315,182625,MRI_FRR_264,KNEE,KNEE
2135,99,6,0.037328295,9.108104,63.141735,72.0,127.0,17.143805,78.4869,0.0035432435,8.035700550170901,15.345165329589848,182625,MRI_FRR_264,KNEE,KNEE
2136,99,7,0.037319794,9.1060295,72.247765,0.0,127.0,16.107002,94.5939,0.0035432435,-7.000972758300781,22.346137587890624,182625,MRI_FRR_264,KNEE,KNEE
2137,99,8,0.037290547,9.098893,81.34666,1.0,128.0,16.061544,110.65545,0.0035432435,-6.962651418334961,29.30878891357422,182625,MRI_FRR_257,KNEE,KNEE
2138,99,9,0.03724783,9.08847,90.43513,6.0,134.0,16.155943,126.81139,0.0035432435,-7.067472916870118,36.37626373779297,182625,MRI_FRR_264,KNEE,KNEE
2139,99,10,0.036724407,8.960755,99.39588,11.0,145.0,16.338652,143.15004,0.0035432435,-3.299406657104493,43.75415967285156,182625,MRI_CCS_11,KNEE,KNEE
2140,99,11,0.03672442,8.960758,108.35664,12.0,157.0,15.973101,159.12314,0.0035432435,-0.9338586622314456,46.520221572265626,182625,MRI_CCS_11,KNEE,KNEE
2141,99,12,0.037213072,9.079989,117.43663,5.0,162.0,14.67686,173.8,0.0035432435,-5.596870855651856,32.763366948242194,182625,MRI_FRR_257,KNEE,KNEE
2142,99,13,0.037222322,9.082247,126.518875,0.0,162.0,13.103922,186.90393,0.0035432435,-4.021674890258788,10.577194335937506,182625,MRI_FRR_264,KNEE,KNEE
2143,99,14,0.037155505,9.065944,135.58482,1.0,163.0,12.11804,199.02197,0.0035432435,-3.052096084838867,-8.606792656250008,182625,MRI_FRR_257,KNEE,KNEE
2144,99,15,0.037152745,9.065269,144.65009,25.0,188.0,15.582549,214.60452,0.0035432435,6.517280095153808,16.74538729492187,182625,MRI_FRR_264,KNEE,KNEE
2145,99,16,0.036639165,8.939957,153.59004,3.0,191.0,10.524959,225.12949,0.0035432435,-1.5850016105346685,3.2804739160156373,182625,MRI_CCS_11,KNEE,KNEE
2146,99,17,0.036682967,8.950644,162.54068,2.0,193.0,4.226545,229.35603,0.0035432435,4.724099142974854,-5.896713325195321,182625,MRI_CCS_11,KNEE,KNEE
2147,99,18,0.03748644,9.146691,171.68738,1.0,194.0,1.0354596,230.3915,0.0035432435,8.111231362358094,-14.078874750976553,182625,MRI_FRR_34,KNEE,KNEE
2148,99,19,0.037126895,9.058963,180.74634,5.0,199.0,0.0,230.3915,0.0035432435,-0.9410369999999996,-13.137834750976566,182625,MRI_FRR_257,KNEE,KNEE
2149,99,20,0.037049923,9.040181,189.78651,4.0,203.0,0.0,230.3915,0.0035432435,1.0401810000000005,-14.178004750976555,182625,MRI_FRR_264,KNEE,KNEE
2150,99,21,0.03688566,9.000101,198.78662,22.0,225.0,0.0,230.3915,0.0035432435,-9.000101,20.82188524902344,182625,MRI_FRR_3,KNEE,KNEE
2151,99,22,0.036556114,8.919692,207.70631,0.0,225.0,0.0,230.3915,0.0035432435,8.919692,11.902195249023436,182625,MRI_MSR_34,KNEE,KNEE
2152,99,23,0.036619958,8.935269,216.64159,3.0,228.0,0.0,230.3915,0.0035432435,2.935269,8.96691524902343,182625,MRI_MPT_1005,KNEE,KNEE
2153,99,24,0.037073668,9.045975,225.68756,5.0,233.0,0.0,230.3915,0.0035432435,-0.9540249999999996,4.703934750976572,182625,MRI_FRR_257,KNEE,KNEE
2154,99,25,0.03730992,9.103621,234.79118,11.0,244.0,0.0,230.3915,0.0035432435,-9.103621,-4.399685249023435,182625,MRI_FRR_264,KNEE,KNEE
2155,99,26,0.037741043,9.208815,244.0,-244.0,0.0,0.0,230.3915,0.0035432435,9.208814999999989,13.608505249023438,182625,MRI_EXU_95,KNEE,KNEE
2156,100,1,0.3343119,0.0,0.0,-244.0,0.0,0.0,0.0,0.002275274,0.0,0.0,182625,MRI_MSR_100,KNEE,KNEE
